epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,48419.6,0.00906,1.27317,1.50878,0.81031,0.81587,0.87963,0.56987,0.00981,0.75539,1.51329,0.00307,0.00307,0.00307
72,49099.6,0.00905,1.25407,1.50557,0.8137,0.80721,0.87819,0.57121,0.00978,0.75,1.51025,0.002971,0.002971,0.002971
73,49831.3,0.00904,1.25623,1.50049,0.7982,0.82735,0.88049,0.57023,0.00981,0.74748,1.5123,0.002872,0.002872,0.002872
74,50442.8,0.00899,1.24243,1.49684,0.78032,0.84295,0.88184,0.57034,0.0098,0.74566,1.51177,0.002773,0.002773,0.002773
75,51130.5,0.00899,1.23522,1.49716,0.79008,0.84004,0.88171,0.57359,0.00975,0.742,1.50777,0.002674,0.002674,0.002674
76,51836.7,0.00899,1.22546,1.49456,0.77752,0.84812,0.88088,0.57343,0.0097,0.73878,1.50218,0.002575,0.002575,0.002575
77,52591.9,0.00891,1.22306,1.48504,0.79522,0.84311,0.88361,0.57697,0.00965,0.73524,1.49857,0.002476,0.002476,0.002476
78,53275.7,0.00891,1.22441,1.49065,0.79788,0.84593,0.88704,0.58098,0.00959,0.73014,1.49332,0.002377,0.002377,0.002377
79,53984.8,0.00889,1.1926,1.48088,0.79694,0.84202,0.88957,0.58708,0.0095,0.72426,1.48475,0.002278,0.002278,0.002278
80,54627.4,0.00891,1.2084,1.48863,0.79582,0.84807,0.88832,0.5891,0.00944,0.71911,1.47943,0.002179,0.002179,0.002179
81,55369.9,0.00887,1.1898,1.48407,0.80082,0.84178,0.88842,0.59343,0.0094,0.71479,1.47621,0.00208,0.00208,0.00208
82,56110.3,0.00885,1.19211,1.48452,0.81524,0.84046,0.89157,0.59581,0.00938,0.71301,1.47488,0.001981,0.001981,0.001981
83,56742.9,0.00881,1.19307,1.48057,0.81145,0.84574,0.89249,0.59974,0.00934,0.70962,1.47245,0.001882,0.001882,0.001882
84,57424.4,0.00878,1.18096,1.47523,0.81617,0.84475,0.89333,0.60112,0.00928,0.70682,1.46893,0.001783,0.001783,0.001783
85,58089.1,0.00879,1.17619,1.47873,0.81142,0.84888,0.89244,0.60217,0.00925,0.70394,1.46579,0.001684,0.001684,0.001684
86,58893.2,0.00871,1.15001,1.46847,0.82503,0.84258,0.89188,0.60598,0.00921,0.69982,1.4629,0.001585,0.001585,0.001585
87,59578.9,0.00873,1.16431,1.47039,0.82621,0.83742,0.89302,0.60844,0.00918,0.69718,1.45955,0.001486,0.001486,0.001486
88,60262.8,0.00869,1.15008,1.46547,0.81532,0.84547,0.89302,0.61018,0.00915,0.69448,1.45714,0.001387,0.001387,0.001387
89,60963.9,0.00867,1.13429,1.45819,0.82189,0.84454,0.89873,0.61126,0.00913,0.69301,1.45503,0.001288,0.001288,0.001288
90,61610.8,0.00865,1.13727,1.45999,0.82771,0.84758,0.89998,0.61311,0.00911,0.69091,1.45314,0.001189,0.001189,0.001189
