epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,38866.6,0.00879,1.23016,1.4982,0.82388,0.84036,0.90484,0.63041,0.00868,0.72874,1.47614,0.004753,0.004753,0.004753
108,39226.8,0.00873,1.21659,1.49045,0.82773,0.8378,0.90521,0.63148,0.00868,0.72745,1.47605,0.0047035,0.0047035,0.0047035
109,39617.4,0.00876,1.20728,1.48729,0.8312,0.83529,0.90478,0.63173,0.00867,0.72643,1.47431,0.004654,0.004654,0.004654
110,39971.8,0.00868,1.18858,1.47987,0.83023,0.83611,0.90541,0.63254,0.00866,0.72523,1.47358,0.0046045,0.0046045,0.0046045
111,40364.4,0.00875,1.19724,1.48697,0.83297,0.83605,0.90881,0.63504,0.00864,0.72414,1.47258,0.004555,0.004555,0.004555
112,40721.4,0.00869,1.19718,1.48127,0.83464,0.83707,0.91006,0.63504,0.00863,0.72346,1.47186,0.0045055,0.0045055,0.0045055
113,41110.4,0.00866,1.1915,1.48107,0.83063,0.83989,0.91001,0.63484,0.00863,0.72246,1.4712,0.004456,0.004456,0.004456
114,41463.2,0.00872,1.19844,1.48497,0.82706,0.84484,0.91032,0.63575,0.00862,0.72182,1.47037,0.0044065,0.0044065,0.0044065
115,41850.5,0.00866,1.18643,1.47456,0.82203,0.84752,0.90972,0.63676,0.00861,0.72072,1.46961,0.004357,0.004357,0.004357
116,42204.2,0.00871,1.1951,1.48443,0.81856,0.85283,0.90924,0.63616,0.0086,0.71997,1.46929,0.0043075,0.0043075,0.0043075
117,42596.6,0.00861,1.16345,1.47515,0.81652,0.85623,0.90876,0.63654,0.00859,0.7193,1.46859,0.004258,0.004258,0.004258
118,42954.4,0.00867,1.16817,1.484,0.81648,0.85593,0.90918,0.63754,0.00858,0.71814,1.46791,0.0042085,0.0042085,0.0042085
119,43343.8,0.00865,1.17923,1.47759,0.8116,0.85726,0.90925,0.63812,0.00858,0.71736,1.46727,0.004159,0.004159,0.004159
120,43701.3,0.00859,1.16732,1.47232,0.81676,0.85725,0.90928,0.63884,0.00857,0.71616,1.46676,0.0041095,0.0041095,0.0041095
121,44093.5,0.00865,1.18355,1.48245,0.82292,0.85504,0.90959,0.63906,0.00856,0.71473,1.46626,0.00406,0.00406,0.00406
122,44445.4,0.0086,1.15388,1.4727,0.82423,0.85499,0.91032,0.63991,0.00855,0.71401,1.46542,0.0040105,0.0040105,0.0040105
123,44835.4,0.00853,1.13827,1.4639,0.82355,0.85747,0.91105,0.64081,0.00855,0.7127,1.46536,0.003961,0.003961,0.003961
124,45185.3,0.00855,1.15361,1.46957,0.82334,0.85731,0.91117,0.6418,0.00854,0.71185,1.46499,0.0039115,0.0039115,0.0039115
125,45571.2,0.00855,1.14995,1.46015,0.82439,0.85665,0.91111,0.64196,0.00854,0.71103,1.46442,0.003862,0.003862,0.003862
126,45919.5,0.00856,1.17537,1.47405,0.82826,0.85367,0.91123,0.64295,0.00853,0.71002,1.46393,0.0038125,0.0038125,0.0038125
127,46308.2,0.00851,1.16088,1.46559,0.82669,0.85355,0.91101,0.64215,0.00852,0.70942,1.46358,0.003763,0.003763,0.003763
128,46659.7,0.00852,1.14572,1.46367,0.82506,0.85455,0.91174,0.64301,0.00852,0.70884,1.46359,0.0037135,0.0037135,0.0037135
129,47045.5,0.00847,1.13471,1.46046,0.81891,0.85626,0.91078,0.64163,0.00852,0.70827,1.46328,0.003664,0.003664,0.003664
